Python,Cython
2.48793,0.07650
2.32594,0.06947
2.23909,0.06941
2.23050,0.06947
2.22315,0.06943
2.22615,0.06941
2.22675,0.06951
2.22124,0.06941
2.21794,0.06938
2.22611,0.06945
2.22754,0.06993
2.22062,0.06943
2.22194,0.06941
2.22053,0.06950
2.22074,0.06936
2.21679,0.06941
2.22478,0.06940
2.22758,0.07002
2.22746,0.06939
2.22211,0.06944
2.21999,0.06936
2.22447,0.06944
2.23161,0.06939
2.22158,0.06939
2.22222,0.06996
2.21877,0.06939
2.22260,0.07057
2.22600,0.06938
2.22778,0.06944
2.23371,0.06990
