Python,Cython
4.53778,0.13886
4.41848,0.13876
4.41753,0.13958
4.41659,0.13873
4.44369,0.13873
4.43314,0.13872
4.43422,0.13876
4.44393,0.13933
4.43959,0.13903
4.42692,0.13883
4.42642,0.13872
4.44387,0.13881
4.44201,0.13871
4.44460,0.13879
4.44785,0.13874
4.42535,0.13875
4.42686,0.13886
4.42215,0.13872
4.44439,0.13908
4.44578,0.13905
4.43535,0.13873
4.44420,0.13873
4.42449,0.13874
4.42805,0.13873
4.42227,0.13873
4.44545,0.13877
4.45121,0.13874
4.44503,0.13881
4.44289,0.13873
4.42946,0.13880
