Python,Cython
4.79190,0.01146
4.57607,0.01049
4.41089,0.01037
4.78993,0.01146
4.53045,0.01050
4.46833,0.01049
4.46187,0.01047
4.47396,0.01086
4.46756,0.01063
4.46972,0.01042
4.46341,0.01042
4.46828,0.01044
4.45725,0.01058
4.47335,0.01096
4.45525,0.01077
4.45559,0.01042
4.46339,0.01118
4.45265,0.01100
4.55072,0.01046
4.47011,0.01044
4.46797,0.01088
4.45817,0.01053
4.46069,0.01062
4.46364,0.01038
4.53918,0.01075
4.59744,0.01110
4.47635,0.01095
4.46943,0.01110
4.46438,0.01109
4.46597,0.01134
