Python,Cython
2.19081,0.34652
1.45951,0.31956
1.87806,0.34839
1.37945,0.32384
1.43455,0.33546
1.88540,0.31760
1.42007,0.31429
1.68583,0.49392
1.44097,0.31930
1.40279,0.34134
1.88484,0.32485
1.41835,0.31598
1.40056,0.54758
1.66978,0.31341
1.48368,0.32817
1.83312,0.34789
1.34017,0.33530
1.44241,0.35020
1.84933,0.31098
1.39401,0.31580
1.54132,0.62490
1.52955,0.31673
1.41250,0.31374
1.93293,0.32328
1.36613,0.34830
1.38445,0.49400
1.72230,0.33106
1.43965,0.30579
1.84002,0.40035
1.44022,0.31806
