Python,Cython
3.32066,0.61888
2.80732,1.08898
2.92620,0.64862
3.34052,0.62795
3.39984,0.62392
3.11290,0.79257
2.79720,0.64489
3.24074,0.67011
3.31577,0.62148
3.19390,0.69857
2.78638,0.69932
3.28256,0.64558
3.25904,0.63320
3.35686,0.64699
2.81851,1.02264
2.89246,0.68359
3.27249,0.65521
3.30102,0.63918
2.79953,1.09208
2.81282,0.67295
3.88792,0.91488
3.80895,0.76510
3.92261,0.73061
3.37110,0.64758
3.10492,0.77774
2.76105,0.61786
3.30713,0.64603
3.28858,0.65150
3.19128,0.69539
2.78909,0.65390
