Python,Cython
0.72956,0.16019
0.72798,0.21731
1.25012,0.18280
0.71447,0.15313
0.73568,0.16703
0.73678,0.20021
1.02754,0.52952
1.22447,0.21457
1.25935,0.24402
0.92770,0.18499
1.52729,0.20047
0.74510,0.17520
0.74578,0.16705
0.75965,0.16939
0.96197,0.38958
0.96060,0.16331
0.73364,0.16001
0.83568,0.25531
0.86814,0.25910
1.66045,0.16422
1.01658,0.21198
0.93322,0.23273
1.07878,0.60785
1.19944,0.19353
0.78989,0.18239
0.90614,0.22405
1.10954,0.64828
1.36825,0.25737
1.04258,0.20957
0.87915,0.26571
