Python,Cython
0.05333,0.01729
0.05791,0.01318
0.05456,0.01464
0.05123,0.02121
0.06576,0.01272
0.05178,0.01418
0.05907,0.01286
0.05098,0.01504
0.05136,0.02359
0.05052,0.02333
0.08292,0.01319
0.05647,0.01894
0.05667,0.01260
0.05696,0.01272
0.05066,0.01473
0.05886,0.01267
0.05566,0.01297
0.05131,0.01512
0.05288,0.01405
0.05154,0.01505
0.06112,0.01399
0.05007,0.01448
0.05157,0.01350
0.05061,0.01512
0.05811,0.01344
0.05221,0.01649
0.05377,0.01502
0.05185,0.01490
0.05977,0.01300
0.05665,0.01509
