Python,Cython
0.44889,0.10218
0.58480,0.23597
0.95359,0.14431
0.49260,0.11816
0.46705,0.12093
0.43614,0.10637
0.44645,0.09902
0.43474,0.10961
0.48894,0.19173
1.06274,0.15357
0.50136,0.11193
0.50136,0.10075
0.46329,0.10484
0.45905,0.11578
0.43365,0.10524
0.43949,0.09905
0.51136,0.22469
0.90662,0.13475
0.48115,0.12052
0.51325,0.11838
0.44511,0.10377
0.43473,0.10617
0.43451,0.10172
0.43071,0.10905
0.66627,0.31304
0.64690,0.13970
0.43553,0.09584
0.44485,0.09824
0.45243,0.09751
0.45107,0.12263
